Amy,Amy Winehouse|Mark Ronson|Tony Bennett|Pete Doherty|Blake Fielder,Asif Kapadia,The girl behind the name.,jazz|drug addiction|overdose|biography|addiction,2015
The Hallow,Joseph Mawle|Bojana NovakoviÄ‡|Michael McElhatton|Gary Lydon|Stuart Graham,Corin Hardy,Nature has a dark side.,baby|fairy tale|tree|transformation|mill,2015
Man Up,Simon Pegg|Lake Bell|Rory Kinnear|Ken Stott|Harriet Walter,Ben Palmer,Stop being such a loser.,bowling|blind date|party|mistaken identity|wedding anniversary,2015
Return to Sender,Rosamund Pike|Rumer Willis|Nick Nolte|Scout Taylor-Compton|Shiloh Fernandez,Fouad Mikati,She will have he revenge.,date|prison|nurse|rape|flirting,2015
Knight of Cups,Christian Bale|Cate Blanchett|Natalie Portman|Brian Dennehy|Antonio Banderas,Terrence Malick,A quest.,celebrity|money|temptation|wealthy man|excess,2015
Mississippi Grind,Ryan Reynolds|Ben Mendelsohn|Sienna Miller|Analeigh Tipton|Alfre Woodard,Ryan Fleck|Anna Boden,We can't lose.,poker|gambling|casino|new orleans|roulette,2015
400 Days,Caity Lotz|Brandon Routh|Tom Cavanagh|Dane Cook|Ben Feldman,Matt Osterman,Time to Kill,spacecraft|experiment|simulation|space|astronaut,2015
Clown,Peter Stormare|Laura Allen|Elizabeth Whitmere|Christian Distefano|John MacDonald,Jon Watts,The kids aren't alright,clown|boy|murder|blood|child murder,2015
The Lazarus Effect,Olivia Wilde|Mark Duplass|Donald Glover|Evan Peters|Sarah Bolger,David Gelb,Evil will rise.,terror|experiment|afterlife|paranormal|violence,2015
Unfinished Business,Vince Vaughn|Dave Franco|James Marsden|June Diane Raphael|Sienna Miller,Ken Scott,Best business trip ever.,europe|business trip,2015
Life,Robert Pattinson|Dane DeHaan|Joel Edgerton|Ben Kingsley|Kelly McCreary,Anton Corbijn,From Rebel to Icon,james dean|magazine|biography|celebrity|buddy,2015
Home Sweet Hell,Katherine Heigl|Patrick Wilson|Jordana Brewster|Kevin McKidd|Bryce Johnson,Anthony Burns,Psycho Wife. Unhappy Life.,wife|murder|black comedy|suburbia|drug,2015
The Gallows,Cassidy Gifford|Ryan Shoos|Pfeifer Brown|Reese Mishler|Price T. Morgan,Travis Cluff|Chris Lofing,Every School Has Its Spirit,gallows|high school|tragedy|hanging|found footage,2015
Experimenter,Peter Sarsgaard|Winona Ryder|Edoardo Ballerini|Jim Gaffigan|Anthony Edwards,Michael Almereyda,The Stanley Milgram Story,experiment|biography|controversy,2015
Visions,Isla Fisher|Anson Mount|Gillian Jacobs|Jim Parsons|Eva Longoria,Kevin Greutert,Blood will stain the land.,horror|vision|pregnant|sight,2015
I Am Here,Kim Basinger|Jordan Prentice|Sebastian Schipper|Peter Stormare|Robert Hunger-BÃ¼hler,Anders Morgenthaler,Fear nothing. Risk everything.,prostitute|border|black market|business woman|mortal danger,2015
Hell & Back,Mila Kunis|Bob Odenkirk|T.J. Miller|Susan Sarandon|Jennifer Coolidge,Tom Gianas|Ross Shuman,We'll see you there,orpheus|carnival|hell|stop motion animation|devil,2015
Last Shift,Juliana Harkavy|Joshua Mikel|J. Larose|Natalie Victoria|Sarah Sculco,Anthony DiBlasi,Fear the ones left behind.,mask|telephone|supernatural|hell|cop,2015
Frankenstein,Carrie-Anne Moss|Danny Huston|Xavier Samuel|Tony Todd,Bernard Rose,Man is the true monster,frankenstein,2015
Superfast!,Alex Ashbaugh|Dale Pavinkski|Lili Mirojnick|Andrea Navedo,Jason Friedberg|Aaron Seltzer,They're going nowhere... fast.,spoof|automobile racing,2015
Chi-Raq,Teyonah Parris|Nick Cannon|Angela Bassett|Jennifer Hudson|Samuel L. Jackson,Spike Lee,No peace. No piece.,chicago,2015
Strange Magic,Alan Cumming|Evan Rachel Wood|Elijah Kelley|Meredith Anne Bull|Sam Palladio,Gary Rydstrom,Everyone Deserves to be Loved.,elves|musical|aftercreditsstinger|duringcreditsstinger|love potion,2015
Deathgasm,Milo Cawthorne|Kimberley Crossman|Sam Berkley|Delaney Tabron|Colin Moy,Jason Lei Howden,Evil is coming...,new zealand|college|friendship|teenage boy|metal band,2015
The Program,Ben Foster|Chris O'Dowd|Dustin Hoffman|Jesse Plemons|Lee Pace,Stephen Frears,Champion. Hero. Legend. Cheat.,biography|sport|tour de france,2015
The Adderall Diaries,James Franco|Amber Heard|Ed Harris|Christian Slater|Wilmer Valderrama,Pamela Romanowsky,The truth is a motherf_cker.,based on novel|woman director,2015
Grizzly,James Marsden|Piper Perabo|Billy Bob Thornton|Thomas Jane|Michaela McManus,David Hackl,Hunt or be hunted.,grizzly bear|wilderness|alaska|survival|bear,2015
Where to Invade Next,Michael Moore|Krista Kiuru|Tim Walker,Michael Moore,Prepare to be liberated,germany|italy|france|usa|portugal,2015
Beasts of No Nation,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese,Cary Fukunaga,Child. Captive. Killer.,africa|based on novel|child soldier,2015
The D Train,Jack Black|James Marsden|Kathryn Hahn|Jeffrey Tambor|Mike White,Andrew Mogel|Jarrad Paul,Every reunion needs a hero,high school reunion,2015
Born to Be Blue,Ethan Hawke|Carmen Ejogo|Callum Keith Rennie|Stephen McHattie|Janet-Laine Green,Robert Budreau,Love is instramental,jazz|biography|historical figure,2015
Operator,Mischa Barton|Luke Goss|Ving Rhames|Michael ParÃ©|Julie Guevara,Obin Olson|Amariah Olson,Whats your emergency?,hostage|officer|chaos|daughter|police,2015
We Are Still Here,Barbara Crampton|Andrew Sensenig|Lisa Marie|Larry Fessenden|Monte Markham,Ted Geoghegan,This house needs a family.,terror|countryside|secret|supernatural|spirit,2015
The Escort,Lyndsy Fonseca|Michael Doneger|Bruce Campbell|Sonya Walger|Rumer Willis,Will Slocombe,Every story has a price.,father-son relationship|prostitute|magazine|escort service|writer,2015
Uncanny,Mark Webber|Lucy Griffiths|David Clayton Rogers|Rainn Wilson,Matthew Leutwyler,Deception by design.,dark,2015
Zipper,Patrick Wilson|Lena Headey|Richard Dreyfuss|Ray Winstone|John Cho,Mora Stephens,Why take the risk,woman director,2015
War Pigs,Luke Goss|Dolph Lundgren|Chuck Liddell|Noah Segan|Steven Luke,Ryan Little,Victory is the only option,world war ii|nazis,2015
Captive,Kate Mara|David Oyelowo|Michael Kenneth Williams|Mimi Rogers|Leonor Varela,Jerry Jameson,Faith. Redemption. Survival.,hostage|based on true story|murder|independent film|single mother,2015
Andron,Alec Baldwin|Michelle Ryan|Danny Glover|Gale Harold|Leo Howard,Francesco Cinquemani,Only one survives,maze|labyrinth|claustrophobic,2015
Freaks of Nature,Nicholas Braun|Mackenzie Davis|Ed Westwick|Vanessa Hudgens|Keegan-Michael Key,Robbie Pickering,Get out undead or alive.,small town|vampire|alien|zombies|teenager,2015
Reversal,Tina Ivlev|Richard Tyson|Bianca Malinowski|Kris Kjornes|Dustin Quick,JosÃ© Manuel Cravioto,Escape is just the beginning.,van|revenge|murder|kidnapping|gore,2015
Bessie,Queen Latifah|Mo'Nique|Mike Epps|Tika Sumpter|Michael Kenneth Williams,Dee Rees,Survival began with a song.,blues music|woman director,2015
Club Life,Jerry Ferrara|Jessica Szohr|Robert Davi|Jay R. Ferguson|Al Sapienza,Fabrizio Conte,Tonight is everything.,new york|nightclub|party|manhattan new york city|promoter,2015
Cleveland Abduction,Taryn Manning|Raymond Cruz|Katie Sarife|Samantha Droke|Pam Grier,Alex Kalymnios,Based on a true story.,based on true story|kidnapping|true crime|woman director|abduction,2015
90 Minutes in Heaven,Kate Bosworth|Hayden Christensen|Hudson Meek|Bobby Batson|Elizabeth Hunter,Michael Polish,Hope lives,hospital|church,2015
Lavalantula,Steve Guttenberg|Nia Peeples|Patrick Renna|Carlos Bernard|Michael Winslow,Mike Mendez,Fire Burns... Lava Bites,monster|mutant|lava|volcano|los angeles,2015
Backcountry,Missy Peregrym|Jeff Roop|Eric Balfour|Nicholas Campbell,Adam MacDonald,Survive.,camping|based on true story|woods|gore|survival,2015
Nina Forever,Abigail Hardingham|Cian Barry|Fiona O'Shaughnessy|David Troughton|Elizabeth Elvin,Ben Blaine|Chris Blaine,A fucked up fairy tale,sex|suicide attempt|nudity|love|car accident,2015
Ten Thousand Saints,Ethan Hawke|Asa Butterfield|Hailee Steinfeld|Emile Hirsch|Emily Mortimer,Robert Pulcini|Shari Springer Berman,Rage. Riot. Rebirth.,woman director,2015
From the Dark,Niamh Algar|Stephen Cromwell|Gerry O'Brien|Ged Murray,Conor McMahon,Pray For Dawn.,terror|monster|car breakdown|tractor|vampire,2015
My All American,Aaron Eckhart|Finn Wittrock|Robin Tunney|Sarah Bolger|Michael Reilly Burke,Angelo Pizzo,Hope never quits,american football|biography|sport|championship,2015
Hangman,Jeremy Sisto|Kate Ashfield|Ty Simpkins|Ryan Simpkins|Amy Smart,Adam Mason,Who You Fear Is Already Inside,found footage,2015
Summer Camp,Maiara Walsh|Diego Boneta|Jocelin Donahue|AndrÃ©s Velencoso|Ã€lex Monner,Alberto Marini,Ready for some fun?,europe|camp|slasher|disease,2015
Backmask,Stephen Lang|Kelly Blatz|Brittany Curran|Gage Golightly|Nick Nicotera,Marcus Nispel,nederlands,possession,2015
7 Days in Hell,Andy Samberg|Kit Harington|Jon Hamm|Michael Sheen|Karen Gillan,Jake Szymanski,The epic battle for epicness,tennis|tennis player|sport|mockumentary,2015
Narcopolis,Elliot Cowan|Elodie Yung|Jonathan Pryce|Robert Bathurst|James Callis,Justin Trefgarne,The future is a fix.,drug,2015
Staten Island Summer,Graham Phillips|Zack Pearlman|Ashley Greene|Kate Walsh|Gina Gershon,Rhys Thomas,No Regrets,summer|lifeguard|staten island new york city,2015
The Diabolical,Ali Larter|Merrin Dungey|Patrick Fischler|Arjun Gupta|Joe Egender,Alistair Legrand,Evil is timeless.,parapsychology,2015
Infini,Daniel MacPherson|Grace Huang|Luke Hemsworth|Bren Foster|Luke Ford,Shane Abbess,Search. Rescue. Destroy.,mind control|rescue|search|plague|mining accident,2015
Smosh: The Movie,Anthony Padilla|Ian Hecox|Shane Dawson|Mark Edward Fischbach|Jillian Nelson,Alex Winter,Based on the YouTube channel,defy media,2015
The Quiet Hour,Dakota Blue Richards|Karl Davies|Jack McMullen|Brigitte Millar|Zeb Moore,StÃ©phanie Joalland,Time is Running Out,woman director,2015
Lost in the Sun,Josh Duhamel|Josh Wiggins|Lynn Collins|Emma Fuhrmann|Larry Jack Dotson,Trey Nelson,How far can one man go?,robbery,2015
Results,Cobie Smulders|Guy Pearce|Kevin Corrigan|Giovanni Ribisi|Brooklyn Decker,Andrew Bujalski,Fighting fit,love triangle|trainers|client plans|business expansion,2015
Listening,Thomas Stroppel|Artie Ahr|Amber Marie Bollinger|Christine Haeberman|Steve Hanks,Khalil Sullins,Hide your thoughts.,secret|telepathy|technology|invention|government,2015
Re-Kill,Roger R. Cross|Scott Adkins|Daniella Alonso|Bruce Payne|Jesse Garcia,Valeri Milev,We are the endangered species.,reality tv|conspiracy|zombies|zombie apocalypse,2015
War Room,Priscilla C. Shirer|T.C. Stallings|Karen Abercrombie|Beth Moore|Michael Jr.,Alex Kendrick,Prayer is a Powerful Weapon,christian,2015
Landmine Goes Click,Sterling Knight|Spencer Locke|Dean Geyer|Kote Tolordava|Giorgi Tsaava,Levan Bakhia,Dare to step off.,rape|landmine|nudity|tourist|girlfriend,2015
Strange Blood,Robert Brettenaugh|Alexandra Bard|James Adam Lim|Scott Harders|Anna Harr,Chad Michael Ward,Fear the cure.,bloodthirstiness|zombies|scientist|universal cure,2015
Big Sky,Bella Thorne|Kyra Sedgwick|Frank Grillo|Aaron Tveit|FranÃ§ois Arnaud,Jorge Michel Grau,A new level of fear.,road trip|survival|agoraphobia|attack|fear,2015
The Fear of 13,Sammy Silverwatch,David Sington,We are the stories we tell.,prison|prisoner|death row|reenactment|legal system,2015
Chris Tucker: Live,Chris Tucker,Phil Joanou,It's Been a Long Time Coming.,stand up comedy,2015
The Audition,Leonardo DiCaprio|Brad Pitt|Robert De Niro|Martin Scorsese|Rodrigo Prieto,Martin Scorsese,A short film with big egos.,casino,2015
The Challenger,Kent Moran|Michael Clarke Duncan|S. Epatha Merkerson|Justin Hartley|Rob Morgan,Kent Moran,Fight for who you are.,fight|boxer|bronx|better life,2015
Bleeding Heart,Zosia Mamet|Jessica Biel|Joe Anderson|Edi Gathegi|Kate Burton,Diane Bell,Tied by blood. Bound by lies.,pimp|yoga instructor|woman director|sex worker|deadbeat boyfriend,2015
Welcome to Leith,Craig Cobb,Christopher K. Walker|Michael Beach Nichols,Know your neighbors.,small town|racist|north dakota|racism|white supremacists,2015
Stonewall,Jeremy Irvine|Jonny Beauchamp|Jonathan Rhys Meyers|Ron Perlman|Caleb Landry Jones,Roland Emmerich,Where Pride Began,stonewall riot,2015
Vendetta,Dean Cain|Kyra Zagorsky|Benjamin Hollingsworth|Paul Wight|Michael Eklund,Jen Soska|Sylvia Soska,Get Ready for Hell in a Cell,prison|detective|prisoner|prison warden|revenge,2015
The Suicide Theory,Leon Cain|Steve Mazoukis,Dru Brown,Do you believe in fate?,suicide|underground|cult|buddy,2015
John Wick,Keanu Reeves|Michael Nyqvist|Alfie Allen|Willem Dafoe|Dean Winters,Chad Stahelski|David Leitch,Don't set him off.,hitman|revenge|murder|gangster|dog,2014
The Maze Runner,Dylan O'Brien|Ki Hong Lee|Kaya Scodelario|Aml Ameen|Blake Cooper,Wes Ball,Run - Remember - Survive,based on novel|maze|post-apocalyptic|dystopia|escape,2014
Fury,Brad Pitt|Shia LaBeouf|Logan Lerman|Michael PeÃ±a|Jon Bernthal,David Ayer,War never ends quietly.,world war ii|nazis|war|nazi germany|panzer,2014
Horrible Bosses 2,Jason Bateman|Jason Sudeikis|Charlie Day|Jennifer Aniston|Kevin Spacey,Sean Anders,New Crime. Same Tools.,prison|sequel|kidnapping|car chase|sex addict,2014
Maleficent,Angelina Jolie|Elle Fanning|Juno Temple|Sharlto Copley|Isobelle Molloy,Robert Stromberg,Don't believe the fairy tale.,fairy tale|villain|sleeping beauty|dark fantasy|based on fairy tale,2014
